experiment_id,trial_id,case_id,speech_id,order,round,player_id,mbti,initial_role,final_role,chars,labels,mentions,stance_target,stance_direction,stance_strength,judge_criteria_version
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c10,e-20260830-010837-t002-c10-s008,8,1,p1,ESFP,villager,villager,104,other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c10,e-20260830-010837-t002-c10-s009,9,2,p1,ESFP,villager,villager,110,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c10,e-20260830-010837-t002-c10-s010,10,2,p8,ESFP,werewolf,werewolf,83,question,p5|p3,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c10,e-20260830-010837-t002-c10-s011,11,2,p6,ESFP,villager,villager,113,other,p8,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c10,e-20260830-010837-t002-c10-s012,12,2,p3,ESFP,villager,villager,81,question,p6,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c10,e-20260830-010837-t002-c10-s013,13,2,p4,ESFP,thief,thief,118,question|agree,p3|p6,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c10,e-20260830-010837-t002-c10-s014,14,2,p5,ESFP,werewolf,werewolf,143,question|other,p3|p6,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s001,1,1,p6,ENFP,villager,villager,79,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s002,2,1,p4,ENFP,thief,thief,68,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s003,3,1,p2,ENFP,villager,villager,64,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s004,4,1,p7,ENFP,seer,seer,109,claim|question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s005,5,1,p3,ENFP,villager,villager,45,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s006,6,1,p5,ENFP,werewolf,werewolf,119,claim|question|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s007,7,1,p8,ENFP,werewolf,werewolf,76,question|suspect,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s008,8,1,p1,ENFP,villager,villager,91,question|suspect|intent,p5|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s009,9,2,p1,ENFP,villager,villager,92,suspect,p5|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s010,10,2,p8,ENFP,werewolf,werewolf,115,suspect,p5|p1,p1,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s011,11,2,p6,ENFP,villager,villager,100,suspect,p5|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s012,12,2,p3,ENFP,villager,villager,98,suspect,p5|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s013,13,2,p4,ENFP,thief,thief,98,suspect,p5|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s014,14,3,p5,ENFP,werewolf,werewolf,86,claim,p8,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s015,15,4,p5,ENFP,werewolf,werewolf,79,suspect|claim,p1|p2|p8,p2,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s016,16,4,p6,ENFP,villager,villager,113,suspect|claim|hypothesis,p5|p1|p2|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c11,e-20260830-010837-t002-c11-s017,17,5,p6,ENFP,villager,villager,103,suspect|claim|agree|hypothesis|intent,p5|p1|p2|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s001,1,1,p4,ENTP,thief,thief,83,question|other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s002,2,1,p2,ENTP,villager,villager,98,other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s003,3,1,p7,ENTP,seer,seer,112,claim|other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s004,4,1,p3,ENTP,villager,villager,98,other|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s005,5,1,p5,ENTP,werewolf,werewolf,90,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s006,6,1,p8,ENTP,werewolf,werewolf,95,claim|intent,p5,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s007,7,1,p1,ENTP,villager,villager,88,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s008,8,2,p1,ENTP,villager,villager,122,agree|intent,p7,p7,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s009,9,2,p8,ENTP,werewolf,werewolf,117,question|claim,p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s010,10,2,p6,ENTP,villager,villager,97,agree|intent,p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s011,11,2,p3,ENTP,villager,villager,142,question,p7|p8|p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s012,12,2,p4,ENTP,thief,thief,125,question|hypothesis,p7|p8|p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s013,13,2,p5,ENTP,werewolf,werewolf,131,question|intent,p1|p7|p8,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c12,e-20260830-010837-t002-c12-s014,14,2,p2,ENTP,villager,villager,118,question,p7|p8,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s001,1,1,p6,ESTJ,villager,villager,80,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s002,2,1,p4,ESTJ,thief,thief,71,claim|defend,p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s003,3,1,p2,ESTJ,villager,villager,89,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s004,4,1,p7,ESTJ,seer,seer,84,claim|defend,p3,p3,defend,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s005,5,1,p3,ESTJ,villager,villager,104,other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s006,6,1,p5,ESTJ,werewolf,werewolf,116,claim|suspect,p8,p8,suspect,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s007,7,1,p8,ESTJ,werewolf,werewolf,112,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s008,8,1,p1,ESTJ,villager,villager,92,other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s009,9,2,p1,ESTJ,villager,villager,101,intent|other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s010,10,2,p8,ESTJ,werewolf,werewolf,100,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s011,11,2,p6,ESTJ,villager,villager,101,claim|suspect|intent,p8,p8,suspect,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s012,12,2,p4,ESTJ,thief,thief,91,claim|suspect|intent,p8,p8,suspect,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c13,e-20260830-010837-t002-c13-s013,13,2,p7,ESTJ,seer,seer,83,claim|suspect|defend,p3|p8,p8,suspect,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s001,1,1,p6,ESFJ,villager,villager,84,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s002,2,1,p4,ESFJ,thief,thief,67,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s003,3,1,p2,ESFJ,villager,villager,63,other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s004,4,1,p7,ESFJ,seer,seer,59,claim|defend,p3,p3,defend,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s005,5,1,p3,ESFJ,villager,villager,83,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s006,6,1,p5,ESFJ,werewolf,werewolf,74,claim|intent,p8,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s007,7,1,p8,ESFJ,werewolf,werewolf,76,claim|intent,p5,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s008,8,1,p1,ESFJ,villager,villager,83,other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s009,9,2,p1,ESFJ,villager,villager,111,intent|hypothesis,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s010,10,2,p8,ESFJ,werewolf,werewolf,100,intent,p5,p5,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s011,11,2,p6,ESFJ,villager,villager,97,question|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s012,12,2,p4,ESFJ,thief,thief,66,claim|suspect|intent,p7,p7,suspect,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s013,13,2,p5,ESFJ,werewolf,werewolf,90,claim|defend|intent,p8|p3,p3,defend,3,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c14,e-20260830-010837-t002-c14-s014,14,2,p7,ESFJ,seer,seer,100,question|agree|intent,p5|p3|p8,p3,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s001,1,1,p6,ENFJ,villager,villager,89,intent|question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s002,2,1,p4,ENFJ,thief,thief,121,claim|question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s003,3,1,p2,ENFJ,villager,villager,109,question|other,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s004,4,1,p7,ENFJ,seer,seer,106,claim|defend,p3,p3,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s005,5,1,p3,ENFJ,villager,villager,87,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s006,6,1,p5,ENFJ,werewolf,werewolf,129,claim|intent,p8|p1,p8,defend,1,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s007,7,1,p8,ENFJ,werewolf,werewolf,120,claim|hypothesis|intent,p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s008,8,2,p1,ENFJ,villager,villager,132,agree|suspect,p2|p4|p5|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s009,9,2,p8,ENFJ,werewolf,werewolf,83,hypothesis,p1,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s010,10,2,p6,ENFJ,villager,villager,136,agree|question,p8|p5|p2|p3,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s011,11,2,p3,ENFJ,villager,villager,114,question,p6|p2|p3,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s012,12,2,p4,ENFJ,thief,thief,132,agree|hypothesis|question,p2|p5|p8,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c15,e-20260830-010837-t002-c15-s013,13,2,p5,ENFJ,werewolf,werewolf,102,other,p2,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c16,e-20260830-010837-t002-c16-s001,1,1,p6,ENTJ,villager,villager,51,question,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c16,e-20260830-010837-t002-c16-s002,2,1,p5,ENTJ,werewolf,werewolf,78,claim|intent,p8,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c16,e-20260830-010837-t002-c16-s003,3,1,p8,ENTJ,werewolf,werewolf,89,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c16,e-20260830-010837-t002-c16-s004,4,1,p1,ENTJ,villager,villager,63,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c16,e-20260830-010837-t002-c16-s005,5,2,p8,ENTJ,werewolf,werewolf,91,intent|hypothesis,p5|p1|p6,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c16,e-20260830-010837-t002-c16-s006,6,2,p6,ENTJ,villager,villager,81,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c16,e-20260830-010837-t002-c16-s007,7,2,p5,ENTJ,werewolf,werewolf,66,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s001,1,1,p7,ESTP,villager,villager,45,question|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s002,2,1,p2,ESFJ,villager,villager,28,other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s003,3,1,p5,ENFJ,werewolf,werewolf,75,agree|question|intent,p7,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s004,4,1,p3,ESTP,thief,thief,72,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s005,5,1,p1,INTJ,seer,seer,80,claim|question|intent,p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s006,6,1,p8,ESTJ,villager,villager,68,other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s007,7,1,p4,ENFJ,werewolf,werewolf,61,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s008,8,2,p8,ESTJ,villager,villager,70,other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s009,9,2,p1,INTJ,seer,seer,94,claim|suspect,p5|p3,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s010,10,2,p5,ENFJ,werewolf,werewolf,115,question,p1|p3|p4|p6|p7|p8,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s011,11,2,p7,ESTP,villager,villager,91,intent,p1|p2|p3|p4|p5|p6|p8,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s012,12,2,p4,ENFJ,werewolf,werewolf,95,question,p7|p8|p1|p2|p3|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s013,13,2,p2,ESFJ,villager,villager,107,question,p7|p8|p1|p4|p3|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c00,e-20260830-010837-t003-c00-s014,14,2,p3,ESTP,thief,thief,76,claim|question,p1|p5|p7|p8,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s001,1,1,p2,ISTJ,villager,villager,68,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s002,2,1,p5,ISTJ,werewolf,werewolf,113,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s003,3,1,p3,ISTJ,thief,thief,89,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s004,4,1,p1,ISTJ,seer,seer,86,claim|suspect,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s005,5,1,p4,ISTJ,werewolf,werewolf,73,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s006,6,2,p1,ISTJ,seer,seer,84,question|suspect,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s007,7,2,p5,ISTJ,werewolf,werewolf,94,claim|suspect|intent,p4,p4,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s008,8,2,p6,ISTJ,villager,villager,82,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s009,9,2,p7,ISTJ,villager,villager,62,other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s010,10,2,p4,ISTJ,werewolf,werewolf,58,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s011,11,2,p2,ISTJ,villager,villager,102,question,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s012,12,2,p3,ISTJ,thief,thief,61,question,p1|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s013,13,3,p8,ISTJ,villager,villager,115,question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s014,14,4,p8,ISTJ,villager,villager,119,question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s015,15,4,p5,ISTJ,werewolf,werewolf,61,question,p1|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s016,16,4,p1,ISTJ,seer,seer,104,claim|intent|suspect,p5|p4,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s017,17,4,p2,ISTJ,villager,villager,107,agree|suspect|intent|question,p1|p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s018,18,4,p4,ISTJ,werewolf,werewolf,101,question,p1|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s019,19,4,p6,ISTJ,villager,villager,99,question,p1|p5|p4,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c01,e-20260830-010837-t003-c01-s020,20,5,p2,ISTJ,villager,villager,126,question,p1|p4|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s001,1,1,p5,ISFJ,werewolf,werewolf,68,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s002,2,1,p3,ISFJ,thief,thief,61,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s003,3,1,p1,ISFJ,seer,seer,63,claim|suspect,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s004,4,1,p4,ISFJ,werewolf,werewolf,78,claim|intent|hypothesis,p5|p3|p1,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s005,5,2,p1,ISFJ,seer,seer,76,suspect|intent,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s006,6,2,p5,ISFJ,werewolf,werewolf,99,claim|rebut|defend|intent,p4|p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s007,7,2,p4,ISFJ,werewolf,werewolf,93,claim|defend|intent|agree,p5,p5,defend,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s008,8,2,p3,ISFJ,thief,thief,92,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s009,9,3,p8,ISFJ,villager,villager,68,suspect,p5|p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s010,10,4,p3,ISFJ,thief,thief,85,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s011,11,4,p5,ISFJ,werewolf,werewolf,67,claim|intent|suspect,p4,p4,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s012,12,4,p4,ISFJ,werewolf,werewolf,104,claim|intent|defend,p5|p3,p5,defend,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s013,13,5,p1,ISFJ,seer,seer,120,suspect|claim|hypothesis|intent,p5|p4|p3,p3,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c02,e-20260830-010837-t003-c02-s014,14,5,p3,ISFJ,thief,thief,100,claim|suspect|intent,p1,p1,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c03,e-20260830-010837-t003-c03-s001,1,1,p5,INFJ,werewolf,werewolf,54,suspect|hypothesis,p1|p2|p3,p3,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c03,e-20260830-010837-t003-c03-s002,2,1,p3,INFJ,thief,thief,79,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c03,e-20260830-010837-t003-c03-s003,3,1,p1,INFJ,seer,seer,80,claim|suspect,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c03,e-20260830-010837-t003-c03-s004,4,1,p4,INFJ,werewolf,werewolf,80,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c03,e-20260830-010837-t003-c03-s005,5,2,p1,INFJ,seer,seer,102,claim|suspect|hypothesis|question,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c03,e-20260830-010837-t003-c03-s006,6,2,p5,INFJ,werewolf,werewolf,111,claim|suspect|question,p3|p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c03,e-20260830-010837-t003-c03-s007,7,2,p4,INFJ,werewolf,werewolf,111,claim|suspect|question,p3,p3,suspect,2,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c03,e-20260830-010837-t003-c03-s008,8,2,p3,INFJ,thief,thief,102,claim|intent|hypothesis,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c04,e-20260830-010837-t003-c04-s001,1,1,p5,INTJ,werewolf,werewolf,53,question|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c04,e-20260830-010837-t003-c04-s002,2,1,p3,INTJ,thief,thief,44,other,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c04,e-20260830-010837-t003-c04-s003,3,1,p1,INTJ,seer,seer,45,claim|suspect|question,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c04,e-20260830-010837-t003-c04-s004,4,1,p4,INTJ,werewolf,werewolf,65,agree|claim|intent,p5,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c04,e-20260830-010837-t003-c04-s005,5,2,p1,INTJ,seer,seer,67,claim|suspect|intent,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c04,e-20260830-010837-t003-c04-s006,6,2,p5,INTJ,werewolf,werewolf,124,claim|intent,p1|p3|p4|p6|p7|p8,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c04,e-20260830-010837-t003-c04-s007,7,2,p4,INTJ,werewolf,werewolf,92,other|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t003,e-20260830-010837-t003-c05,e-20260830-010837-t003-c05-s001,1,1,p5,ISTP,werewolf,werewolf,56,claim|intent,,,,,v1
