experiment_id,trial_id,case_id,case_index,composition,homogeneous_type,status,valid,invalid_reason,rule_set_version,persona_prompt_version,judge_criteria_version,indicator_version,brain_provider,brain_model,rounds,stop_reason,total_speeches,total_passes,total_skips,total_chars,valid_vote_count,abstain_count,top_vote_count,executed,executed_count,executed_final_roles,no_execution_reason,winner,village_correct,vote_concentration,final_entropy,convergence_round,correction_rate,deterioration_rate,mean_confidence_delta,plan_vote_mismatch_rate,elapsed_seconds,ai_wait_seconds,inference_calls,machine_name,village_vote_accuracy,pass_rate,speech_count_gini,decided_from_unknown_count
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,20,19,0,1825,8,0,5,p8,1,werewolf,,village,1,0.625,0.0,,0.0,,2.125,0.75,400.737,400.698,69,,0.6667,0.4872,0.2625,7
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,20,21,0,2091,8,0,6,p8,1,werewolf,,village,1,0.75,0.0,,0.0,,2.25,0.625,411.084,411.037,71,,0.8333,0.5122,0.1875,7
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,13,23,0,1362,8,0,4,p1,1,villager,,werewolf,0,0.5,0.333333,,0.0,,2.2857,1.0,554.222,554.178,76,,0.1667,0.6389,0.3365,6
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,11,9,0,923,8,0,5,p8,1,werewolf,,village,1,0.625,0.0,,0.0,,1.5,0.5,352.212,352.185,65,,0.8333,0.45,0.2614,1
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,19,22,0,2018,8,0,5,p6,1,thief,,werewolf,0,0.625,0.328409,1,,,2.375,0.25,406.011,405.978,69,,0.1667,0.5366,0.1908,8
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,9,11,0,719,8,0,6,p6,1,thief,,werewolf,0,0.75,0.0,,,,2.1667,0.3333,225.465,225.427,56,,0.0,0.55,0.4306,6
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,14,20,1,1284,8,0,7,p8,1,villager,,werewolf,0,0.875,0.0,,,,3.0,0.0,480.59,480.55,83,,0.0,0.5882,0.3036,1
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,6,15,0,458,8,0,4,p6,1,thief,,werewolf,0,0.5,0.0,,,,2.0,0.5,260.82,260.789,64,,0.0,0.7143,0.625,2
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,15,27,0,1380,8,0,5,p8,1,villager,,werewolf,0,0.625,0.0,,,,2.25,0.875,723.675,723.621,85,,0.0,0.6429,0.4583,8
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,16,25,0,1137,8,0,7,p1,1,villager,,werewolf,0,0.875,0.0,5,,,1.8333,0.0,399.884,399.848,82,,0.0,0.6098,0.4844,6
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,15,27,0,1405,8,0,6,p1,1,villager,,werewolf,0,0.75,0.0,,,,2.0,0.6667,460.624,460.584,90,,0.0,0.6429,0.525,3
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,13,22,0,1372,8,0,5,p8,1,villager,,werewolf,0,0.625,0.0,,,,2.2857,0.5714,462.361,462.317,70,,0.3333,0.6286,0.2981,7
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1223,8,0,7,p8,1,villager,,werewolf,0,0.875,0.0,,,,2.1429,0.8571,327.322,327.29,61,,0.0,0.3158,0.1442,7
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,20,20,0,2128,8,0,7,p1,1,villager,,werewolf,0,0.875,0.287707,2,,,2.125,0.0,487.104,487.065,71,,0.0,0.5,0.2125,8
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1156,8,0,7,p8,1,villager,,werewolf,0,0.875,0.0,,0.0,,1.0,0.0,214.052,214.025,59,,0.0,0.1176,0.0583,2
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,3,1,1385,8,0,4,p1,1,villager,,werewolf,0,0.5,0.5,2,,,2.1429,1.0,370.412,370.384,55,,0.0,0.1765,0.1071,7
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,14,20,1,1542,8,0,6,p1,1,villager,,werewolf,0,0.75,0.270426,4,,,2.5714,0.2857,628.235,628.194,77,,0.0,0.5882,0.3036,7
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,23,16,0,2520,8,0,6,p8,1,villager,,werewolf,0,0.75,0.0,,,,0.8571,0.2857,684.335,684.289,80,,0.1667,0.4103,0.1033,7
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1125,8,0,4,p1,1,villager,,werewolf,0,0.5,0.0,,,,2.25,0.375,328.448,328.413,52,,0.0,0.2222,0.1071,8
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,5,0,1200,8,0,7,p8,1,villager,,werewolf,0,0.875,0.333333,,,,2.3333,0.6667,294.003,293.978,61,,0.0,0.2778,0.1827,3
e-20260830-010451,e-20260830-010451-t006,e-20260830-010451-t006-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,4,0,1425,8,0,4,p1|p6,2,villager|thief,,werewolf,0,0.5,0.0,,,,2.0,0.75,241.273,241.248,48,,0.0,0.2222,0.1071,8
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,5,0,1279,8,0,7,p8,1,villager,,werewolf,0,0.875,0.528321,,0.0,,2.0,0.125,322.573,322.54,52,,0.0,0.2778,0.1827,7
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,13,28,2,997,8,0,6,p8,1,villager,,werewolf,0,0.75,0.333333,,,0.0,1.0,1.0,795.535,795.491,93,,0.0,0.6829,0.4519,3
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,8,11,1,675,8,0,4,p2,1,werewolf,,village,1,0.5,0.333333,,1.0,,2.0,0.6,322.042,322.016,63,,0.6667,0.5789,0.5,4
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,15,27,0,1417,8,0,6,p3,1,thief,,werewolf,0,0.75,0.306099,5,0.0,,2.875,0.25,550.474,550.435,79,,0.1667,0.6429,0.525,7
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,16,25,0,1341,8,0,5,p3,1,thief,,werewolf,0,0.625,0.0,2,,1.0,2.4286,0.4286,519.341,519.286,81,,0.0,0.6098,0.4688,6
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,20,20,0,1673,8,0,6,p8,1,villager,,werewolf,0,0.75,0.306099,,0.0,,2.0,1.0,426.931,426.888,71,,0.3333,0.5,0.3125,7
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,7,13,1,634,8,0,4,p2,1,werewolf,,village,1,0.5,0.0,2,,0.0,2.0,0.6,381.333,381.305,63,,0.6667,0.65,0.5536,5
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,6,1,1256,8,0,4,p8,1,villager,,werewolf,0,0.5,0.0,,1.0,,2.25,0.875,305.131,305.101,55,,0.1667,0.3333,0.2292,7
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,8,12,0,721,8,0,4,p2,1,werewolf,,village,1,0.5,0.0,2,,0.0,1.75,0.5,335.595,335.567,62,,0.6667,0.6,0.5,4
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,25,12,0,2224,8,0,4,p4,1,seer,,werewolf,0,0.5,0.333333,,,0.0,2.125,0.875,429.722,429.681,68,,0.1667,0.3243,0.135,7
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,4,all_pass,16,8,0,1399,8,0,5,p2,1,werewolf,,village,1,0.625,0.306099,2,0.0,,2.5,0.5,287.377,287.346,67,,0.8333,0.3333,0.0,2
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,17,15,0,1389,8,0,4,p8,1,villager,,werewolf,0,0.5,0.270426,,,0.0,3.0,0.6667,460.135,460.1,75,,0.3333,0.4688,0.0515,3
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,24,13,1,2495,8,0,5,p2,1,werewolf,,village,1,0.625,0.197224,1,,0.0,2.375,0.375,608.891,608.859,73,,0.8333,0.3514,0.125,7
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,5,0,1233,8,0,7,p8,1,villager,,werewolf,0,0.875,0.333333,,1.0,,2.25,0.875,349.502,349.456,52,,0.1667,0.2778,0.1827,7
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,21,18,0,1681,8,0,6,p2,1,werewolf,,village,1,0.75,0.0,2,1.0,,2.4286,0.1429,466.369,466.328,73,,1.0,0.4615,0.1369,6
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,16,25,1,1471,8,0,7,p2,1,werewolf,,village,1,0.875,0.306099,5,1.0,,1.875,0.125,681.777,681.731,78,,1.0,0.6098,0.3594,6
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,12,25,0,1495,8,0,6,p2,1,werewolf,,village,1,0.75,0.0,1,1.0,,2.375,0.125,517.744,517.698,68,,1.0,0.6757,0.3542,7
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,16,21,6,1534,8,0,5,p8,1,werewolf,,village,1,0.625,0.333333,,0.0,,2.25,0.75,1384.564,1384.496,94,,0.6667,0.5676,0.3438,7
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,22,17,0,1954,8,0,5,p1,1,villager,,werewolf,0,0.625,0.306099,,,,2.125,0.875,499.008,498.964,72,,0.0,0.4359,0.25,8
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,10,10,0,884,8,0,5,p8,1,werewolf,,village,1,0.625,0.0,2,,,2.6667,0.0,379.199,379.169,54,,1.0,0.5,0.35,6
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,18,19,3,1282,8,0,5,p8,1,werewolf,,village,1,0.625,0.5,,,,2.0,0.6667,783.365,783.319,91,,0.8333,0.5135,0.1806,3
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,9,11,0,926,8,0,4,p8,1,werewolf,,village,1,0.5,0.306099,,,,2.125,0.5,401.158,401.122,57,,1.0,0.55,0.4306,8
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,19,21,0,1628,8,0,6,p8,1,werewolf,,village,1,0.75,0.0,,,,2.375,0.875,614.751,614.719,77,,0.8333,0.525,0.1908,8
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,13,30,0,1190,8,0,5,p1,1,villager,,werewolf,0,0.625,0.0,4,,,2.6667,0.3333,621.039,620.99,87,,0.5,0.6977,0.5288,3
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,20,20,0,2275,8,0,4,p1,1,villager,,werewolf,0,0.5,0.270426,,,,2.5714,0.7143,566.763,566.721,75,,0.1667,0.5,0.1375,7
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,10,10,0,793,8,0,4,p1|p8,2,villager|werewolf,,village,1,0.5,0.41721,,,,2.3333,0.3333,305.976,305.941,55,,0.6667,0.5,0.35,6
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,25,13,1,2325,8,0,5,p1,1,villager,,werewolf,0,0.625,0.382945,,,,2.25,0.25,649.58,649.536,74,,0.0,0.3421,0.135,8
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,15,2,0,1270,8,0,7,p8,1,werewolf,,village,1,0.875,0.270426,2,1.0,,2.3333,0.0,272.141,272.111,58,,1.0,0.1176,0.0583,2
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,18,24,0,2123,8,0,7,p5,1,werewolf,,village,1,0.875,0.306099,1,,,2.5,0.125,557.92,557.874,74,,1.0,0.5714,0.2917,8
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c12,12,homogeneous,ENTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,21,16,2,2216,8,0,6,p4,1,villager,,werewolf,0,0.75,0.0,3,,,2.375,1.0,903.62,903.582,83,,0.0,0.4324,0.1369,8
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c13,13,homogeneous,ESTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,14,3,0,1485,8,0,4,p8,1,werewolf,,village,1,0.5,0.0,,,,2.5,0.375,270.951,270.922,48,,0.6667,0.1765,0.125,8
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c14,14,homogeneous,ESFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,5,0,1085,8,0,5,p8,1,werewolf,,village,1,0.625,0.0,,,,1.6667,0.3333,339.886,339.866,58,,0.8333,0.2778,0.1827,3
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c15,15,homogeneous,ENFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,6,0,1061,8,0,5,p6,1,thief,,werewolf,0,0.625,0.0,,,,2.5,0.0,277.108,277.086,61,,0.1667,0.3333,0.25,2
e-20260830-010451,e-20260830-010451-t008,e-20260830-010451-t008-c16,16,homogeneous,ENTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,20,21,1,2136,8,0,6,p5,1,werewolf,,village,1,0.75,0.5,,,,2.0,0.625,1040.28,1040.237,89,,1.0,0.5122,0.275,8
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,12,7,0,909,8,0,6,p1,1,werewolf,,village,1,0.75,0.306099,2,1.0,,2.0,0.2857,415.713,415.686,57,,1.0,0.3684,0.2292,6
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c01,1,homogeneous,ISTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,14,29,0,1373,8,0,3,p1|p4,2,werewolf|werewolf,,village,1,0.375,0.306099,5,1.0,,2.0,0.5,539.461,539.412,80,,1.0,0.6744,0.5179,7
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c02,2,homogeneous,ISFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,7,13,1,599,8,0,4,p4,1,werewolf,,village,1,0.5,0.0,,1.0,,2.0,0.75,339.482,339.451,62,,1.0,0.65,0.5536,3
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c03,3,homogeneous,INFJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,5,all_pass,10,24,2,766,8,0,5,p2,1,thief,,werewolf,0,0.625,0.0,2,1.0,,2.0,0.6,682.234,682.198,81,,0.1667,0.7059,0.55,4
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c04,4,homogeneous,INTJ,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,9,11,0,843,8,0,7,p1,1,werewolf,,village,1,0.875,0.240643,2,1.0,,2.1429,0.1429,186.199,186.173,51,,1.0,0.55,0.4306,6
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c05,5,homogeneous,ISTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,2,all_pass,1,15,0,85,8,0,3,p1,1,werewolf,,village,1,0.375,0.0,,1.0,,0.8333,0.3333,139.363,139.339,48,,0.5,0.9375,0.875,5
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c06,6,homogeneous,ISFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,6,16,0,487,8,0,5,p4,1,werewolf,,village,1,0.625,0.0,1,1.0,,3.0,0.2857,353.948,353.914,58,,1.0,0.7273,0.5833,6
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c07,7,homogeneous,INFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,8,13,0,632,8,0,7,p2,1,thief,,werewolf,0,0.875,0.507309,,1.0,,1.8333,0.6667,304.816,304.793,59,,0.1667,0.619,0.4688,5
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c08,8,homogeneous,INTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,max_rounds,10,34,0,350,8,0,4,p2,1,thief,,werewolf,0,0.5,0.0,,1.0,,1.75,0.75,496.999,496.964,85,,0.1667,0.7727,0.675,7
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c09,9,homogeneous,ESTP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,6,all_pass,22,15,0,2248,8,0,6,p4,1,werewolf,,village,1,0.75,0.270426,1,1.0,,2.625,0.25,556.842,556.8,70,,1.0,0.4054,0.1705,7
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c10,10,homogeneous,ESFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1031,8,0,4,p4|p8,2,werewolf|villager,,village,1,0.5,0.318145,1,1.0,,2.8571,0.4286,729.406,729.368,65,,0.6667,0.3158,0.1442,6
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c11,11,homogeneous,ENFP,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,3,all_pass,13,6,0,1405,8,0,7,p2,1,thief,,werewolf,0,0.875,0.270426,1,0.0,,2.625,0.0,317.487,317.444,49,,0.1667,0.3158,0.1442,7
e-20260830-010451,e-20260830-010451-t010,e-20260830-010451-t010-c00,0,mixed,,done,true,,0.7,v2,v1,v1,ollama,gemma3:4b,4,all_pass,16,8,0,1283,8,0,7,p5,1,villager,,werewolf,0,0.875,0.0,1,,,2.1429,0.0,506.254,506.213,62,,0.0,0.3333,0.0,7
